Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-11 02:22:12,2025-10-12 09:30,New York Jets,Denver Broncos,No,1628.5,No,-113.22,-84.0,304.25,-396.75,-111.44,-108.44,-115,-105,320,-410,-115,-105,-110,-110,295,-370,-108,-112,-120,100,313,-439,-110,-110,-118.0,-102.0,,,-115.0,-105.0,-110.0,-110.0,295.0,-370.0,-110.0,-110.0,-110.0,-110.0,303.0,-380.0,-110.0,-110.0,-109.0,-101.0,303.0,-380.0,-107.0,-107.0,-117,-108,310,-435,-113,-112,-110.0,-110.0,295.0,-390.0,-115.0,-105.0
2025-10-11 02:22:12,2025-10-12 13:00,Jacksonville Jaguars,Seattle Seahawks,No,2456.2,No,-112.22,-85.33,-107.8,-112.8,-109.22,-110.78,-125,105,-110,-110,-110,-110,-120,-102,-104,-112,-105,-115,-110,-110,-109,-112,-110,-110,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-102.0,-108.0,,,-104.0,-110.0,-113,-113,-106,-120,-109,-117,-115.0,-105.0,-110.0,-110.0,-115.0,-105.0
2025-10-11 02:22:12,2025-10-12 13:00,New Orleans Saints,New England Patriots,No,1340.6,No,-114.33,-60.78,158.75,-189.38,-110.78,-109.33,-110,-110,164,-198,-118,-102,-115,-105,154,-184,-115,-105,-110,-110,156,-193,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-115.0,-105.0,159.0,-185.0,-110.0,-110.0,-116.0,-104.0,161.0,-185.0,-105.0,-115.0,-115.0,104.0,161.0,-185.0,-102.0,-113.0,-118,-107,155,-200,-112,-114,-120.0,100.0,160.0,-185.0,-115.0,-105.0
2025-10-11 02:22:12,2025-10-12 13:01,Indianapolis Colts,Arizona Cardinals,No,1506.4,No,-109.67,-109.89,-339.12,264.75,-110.44,-109.44,-110,-110,-340,270,-102,-118,-105,-115,-310,250,-105,-115,-105,-115,-348,259,-110,-110,-118.0,-102.0,,,-110.0,-110.0,-110.0,-110.0,-330.0,270.0,-110.0,-110.0,-110.0,-110.0,-330.0,267.0,-115.0,-105.0,-102.0,-108.0,-330.0,267.0,-113.0,-102.0,-117,-109,-385,265,-114,-110,-110.0,-110.0,-340.0,270.0,-115.0,-105.0
2025-10-11 02:22:12,2025-10-12 13:01,Baltimore Ravens,Los Angeles Rams,No,2326.9,No,-109.22,-110.33,295.38,-382.75,-112.56,-107.44,-105,-115,285,-360,-115,-105,-105,-115,310,-390,-115,-105,-110,-110,286,-377,-110,-110,-118.0,-102.0,,,-115.0,-105.0,-110.0,-110.0,290.0,-360.0,-110.0,-110.0,-110.0,-110.0,296.0,-370.0,-112.0,-108.0,-103.0,-107.0,296.0,-370.0,-109.0,-105.0,-117,-109,300,-435,-112,-114,-105.0,-115.0,300.0,-400.0,-115.0,-105.0
2025-10-11 02:22:12,2025-10-12 13:01,Carolina Panthers,Dallas Cowboys,No,946.9,No,-88.89,-64.11,138.38,-164.5,-108.0,-112.0,100,-120,145,-175,-112,-108,-105,-115,138,-164,-108,-112,-110,-110,138,-170,-110,-110,-110.0,-110.0,,,-105.0,-115.0,-110.0,-110.0,138.0,-160.0,-110.0,-110.0,-118.0,-102.0,140.0,-160.0,-105.0,-115.0,-114.0,103.0,140.0,-160.0,-102.0,-113.0,-113,-113,133,-167,-110,-115,-120.0,100.0,135.0,-160.0,-110.0,-110.0
2025-10-11 02:22:12,2025-10-12 13:01,Pittsburgh Steelers,Cleveland Browns,Yes,114.4,No,-113.33,-84.33,-280.0,226.12,-111.0,-109.11,-115,-105,-270,220,-115,-105,-120,-102,-275,225,-108,-112,-110,-110,-290,226,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-265.0,223.0,-110.0,-110.0,-115.0,-105.0,-280.0,230.0,-115.0,-105.0,-113.0,102.0,-280.0,230.0,-113.0,-102.0,-112,-114,-305,230,-113,-113,-115.0,-105.0,-275.0,225.0,-105.0,-115.0
2025-10-11 02:22:12,2025-10-12 13:01,Miami Dolphins,Los Angeles Chargers,No,2336.5,No,-113.0,-40.0,171.38,-206.25,-110.78,-109.0,-120,100,180,-218,-118,-102,-122,100,154,-184,-112,-108,-110,-110,168,-208,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0,-115.0,-105.0,177.0,-205.0,-110.0,-110.0,-110.0,100.0,177.0,-205.0,-107.0,-107.0,-110,-115,170,-220,-110,-114,-110.0,-110.0,175.0,-210.0,-110.0,-110.0
2025-10-11 02:22:12,2025-10-12 16:06,Las Vegas Raiders,Tennessee Titans,No,1583.4,No,-107.56,-112.0,-224.88,183.38,-110.33,-109.67,-105,-115,-218,180,-112,-108,-105,-115,-210,176,-110,-110,-110,-110,-216,173,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,-225.0,190.0,-110.0,-110.0,-110.0,-110.0,-225.0,189.0,-110.0,-110.0,-105.0,-105.0,-225.0,189.0,-107.0,-107.0,-113,-113,-250,180,-109,-117,-105.0,-115.0,-230.0,190.0,-115.0,-105.0
2025-10-11 02:22:12,2025-10-12 16:26,Green Bay Packers,Cincinnati Bengals,No,415.5,No,-84.78,-112.44,-1321.5,767.38,-107.89,-112.22,-105,-115,-1050,675,-110,-110,-106,-114,-1150,730,-104,-118,-110,-110,-1442,787,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,-1200.0,750.0,-110.0,-110.0,-105.0,-115.0,-1400.0,836.0,-105.0,-115.0,100.0,-110.0,-1400.0,836.0,-102.0,-113.0,-112,-113,-1430,750,-110,-114,-110.0,-110.0,-1500.0,775.0,-110.0,-110.0
