Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-19 13:26:06,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-86.78,-110.78,229.0,-284.11,-110.11,-109.67,-112,-108,235,-290,-110,-110,100,-122,220,-270,-110,-110,-110.0,-110.0,239.0,-312.0,-110.0,-110.0,-110,-110,226.0,-275.0,-110,-110,-105,-105,226.0,-275.0,-107,-107,-110.0,-110.0,230.0,-275.0,-110.0,-110.0,-114.0,-112.0,225.0,-295.0,-114.0,-110.0,-110.0,-110.0,230.0,-285.0,-115.0,-105.0,-110.0,-110.0,230.0,-280.0,-105.0,-115.0
2025-11-19 13:26:06,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-110.67,-108.89,-1084.89,666.44,-109.78,-110.11,-108,-112,-1000,650,-108,-112,-110,-110,-1150,730,-110,-110,-110.0,-110.0,-1099.0,600.0,-110.0,-110.0,-108,-112,-1100.0,709.0,-110,-110,-103,-107,-1100.0,709.0,-107,-107,-115.0,-105.0,-1100.0,700.0,-110.0,-110.0,-112.0,-114.0,-1115.0,600.0,-108.0,-117.0,-115.0,-105.0,-900.0,600.0,-110.0,-110.0,-115.0,-105.0,-1200.0,700.0,-115.0,-105.0
2025-11-19 13:26:06,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-115.67,-37.33,-147.11,122.56,-110.11,-110.11,-115,-105,-148,124,-102,-118,-115,-105,-144,122,-120,-102,-120.0,100.0,-152.0,119.0,-110.0,-110.0,-110,-110,-140.0,120.0,-110,-110,-105,-105,-140.0,120.0,-107,-107,-120.0,100.0,-140.0,120.0,-110.0,-110.0,-121.0,-106.0,-165.0,128.0,-112.0,-114.0,-120.0,100.0,-150.0,125.0,-110.0,-110.0,-115.0,-105.0,-145.0,125.0,-110.0,-110.0
2025-11-19 13:26:06,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-89.22,-64.0,327.33,-434.33,-109.11,-110.78,-115,-105,310,-395,-105,-115,-104,-118,330,-420,-110,-110,-110.0,-110.0,324.0,-459.0,-110.0,-110.0,-121,101,316.0,-400.0,-110,-110,101,-112,316.0,-400.0,-107,-107,-120.0,100.0,345.0,-440.0,-110.0,-110.0,-114.0,-112.0,340.0,-500.0,-110.0,-115.0,-110.0,-110.0,320.0,-425.0,-110.0,-110.0,-110.0,-110.0,345.0,-470.0,-110.0,-110.0
2025-11-19 13:26:06,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-107.11,-112.44,-580.0,416.11,-110.89,-109.11,-110,-110,-520,390,-108,-112,-102,-120,-560,420,-115,-105,-110.0,-110.0,-575.0,380.0,-110.0,-110.0,-106,-114,-550.0,415.0,-110,-110,-101,-109,-550.0,415.0,-107,-107,-105.0,-115.0,-550.0,425.0,-110.0,-110.0,-110.0,-114.0,-715.0,450.0,-113.0,-113.0,-110.0,-110.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,-575.0,400.0,-115.0,-105.0
2025-11-19 13:26:06,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-109.33,-110.0,-304.89,241.78,-110.33,-109.67,-110,-110,-325,260,-102,-118,-110,-110,-295,240,-105,-115,-110.0,-110.0,-319.0,234.0,-110.0,-110.0,-110,-110,-295.0,241.0,-115,-105,-105,-105,-295.0,241.0,-113,-102,-110.0,-110.0,-295.0,245.0,-115.0,-105.0,-114.0,-110.0,-335.0,240.0,-113.0,-112.0,-110.0,-110.0,-300.0,240.0,-110.0,-110.0,-105.0,-115.0,-285.0,235.0,-110.0,-110.0
2025-11-19 13:26:06,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-12.67,-118.33,-179.11,149.67,-110.0,-109.89,-105,-115,-185,154,-108,-112,-102,-120,-180,152,-115,-105,100.0,-120.0,-186.0,144.0,-110.0,-110.0,105,-125,-173.0,152.0,-110,-110,109,-120,-173.0,152.0,-107,-107,105.0,-125.0,-175.0,150.0,-110.0,-110.0,-109.0,-117.0,-190.0,148.0,-110.0,-115.0,-102.0,-118.0,-175.0,145.0,-110.0,-110.0,-115.0,-105.0,-175.0,150.0,-110.0,-110.0
2025-11-19 13:26:06,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-110.56,-108.89,613.78,-961.0,-110.0,-111.67,-115,-105,575,-850,-105,-115,-112,-108,660,-1000,-114,-106,-110.0,-110.0,610.0,-1099.0,-112.0,-123.0,-110,-110,637.0,-950.0,-110,-110,-105,-105,637.0,-950.0,-107,-107,-110.0,-110.0,630.0,-950.0,-110.0,-110.0,-113.0,-112.0,575.0,-1000.0,-112.0,-114.0,-110.0,-110.0,600.0,-900.0,-110.0,-110.0,-110.0,-110.0,600.0,-950.0,-110.0,-110.0
2025-11-19 13:26:06,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-60.56,-92.56,126.89,-151.78,-109.44,-110.44,-102,-118,124,-148,-108,-112,-104,-118,128,-152,-105,-115,-105.0,-115.0,128.0,-164.0,-110.0,-110.0,-102,-118,130.0,-150.0,-110,-110,103,-114,130.0,-150.0,-107,-107,100.0,-120.0,129.0,-150.0,-110.0,-110.0,-110.0,-115.0,123.0,-157.0,-115.0,-110.0,-105.0,-115.0,120.0,-145.0,-110.0,-110.0,-120.0,100.0,130.0,-150.0,-110.0,-110.0
2025-11-19 13:26:06,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-110.5,-109.25,-209.12,172.0,-108.12,-112.12,-115,-105,-205,170,-105,-115,-118,-104,-215,180,-104,-118,-110.0,-110.0,-218.0,167.0,-110.0,-110.0,-107,-113,-205.0,177.0,-110,-110,-102,-108,-205.0,177.0,-107,-107,,,,,,,-112.0,-114.0,-215.0,165.0,-109.0,-117.0,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-210.0,175.0,-110.0,-110.0
